,H_TEAM,H_TEAM1,H_H/A,H_TEAM2,GAMEDATE,H_W/L,H_MIN,H_PTS,H_FGM,H_FGA,H_FG%,H_3PM,H_3PA,H_3P%,H_FTM,H_FTA,H_FT%,H_OREB,H_DREB,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PF,H_+/-,A_TEAM,A_TEAM1,A_H/A,A_TEAM2,GAMEDATE,A_W/L,A_MIN,A_PTS,A_FGM,A_FGA,A_FG%,A_3PM,A_3PA,A_3P%,A_FTM,A_FTA,A_FT%,A_OREB,A_DREB,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PF,A_+/-
1618,CHI,CHI,vs,DEN,2020-12-28,W,48,106,38,91,41.8,8,15,53.3,22,25,88.0,13,33,46,22,7,7,18,19,5,DEN,DEN,@,CHI,2020-12-28,L,48,101,37,92,40.2,5,14,35.7,22,27,81.5,17,40,57,19,13,4,7,27,-5
1619,CHI,CHI,vs, NYK,2020-12-28,W,48,108,39,85,45.9,10,16,62.5,20,25,80.0,14,40,54,27,8,4,9,19,27,NYK,NYK,@,CHI,2020-12-28,L,48,81,31,84,36.9,6,19,31.6,13,17,76.5,11,31,42,16,12,3,7,25,-27
1620,CHI,CHI,vs, POR,2020-12-28,L,53,120,45,104,43.3,11,27,40.7,19,23,82.6,15,43,58,28,12,5,7,21,-4,POR,POR,@,CHI,2020-12-28,W,53,124,47,108,43.5,14,33,42.4,16,18,88.9,12,38,50,25,8,7,5,16,4
1621,CHI,CHI,vs,BOS,2020-12-28,W,48,94,35,84,41.7,2,15,13.3,22,28,78.6,12,29,41,26,13,7,6,19,12,BOS,BOS,@,CHI,2020-12-28,L,48,82,32,81,39.5,2,12,16.7,16,23,69.6,13,35,48,15,20,7,8,26,-12
1622,CHI,CHI,vs, CHA,2020-12-27,W,48,118,42,90,46.7,7,23,30.4,27,29,93.1,15,30,45,23,12,10,9,17,7,CHA,CHA,@,CHI,2020-12-27,L,48,111,41,83,49.4,9,19,47.4,20,22,90.9,7,27,34,24,16,7,3,19,-7
1623,CHI,CHI,vs, ORL,2020-12-27,L,48,84,36,86,41.9,7,20,35.0,5,8,62.5,5,27,32,18,11,8,0,17,-28,ORL,ORL,@,CHI,2020-12-27,W,48,112,44,76,57.9,11,26,42.3,13,18,72.2,4,37,41,31,13,5,9,10,28
1624,CHI,CHI,vs, UTA,2020-12-27,L,48,98,37,94,39.4,11,36,30.6,13,17,76.5,15,30,45,22,11,8,5,15,-4,UTA,UTA,@,CHI,2020-12-27,W,48,102,37,76,48.7,11,30,36.7,17,22,77.3,7,35,42,24,17,5,6,17,4
1625,CHI,CHI,vs,ATL,2020-12-27,W,48,76,26,77,33.8,4,17,23.5,20,26,76.9,11,36,47,16,15,7,8,21,2,ATL,ATL,@,CHI,2020-12-27,L,48,74,28,80,35.0,4,15,26.7,14,25,56.0,10,34,44,19,13,8,4,17,-2
1626,CHI,CHI,vs,BOS,2020-12-27,W,53,109,37,100,37.0,6,28,21.4,29,40,72.5,24,35,59,19,18,10,9,14,5,BOS,BOS,@,CHI,2020-12-27,L,53,104,45,100,45.0,5,17,29.4,9,11,81.8,10,35,45,26,22,9,6,28,-5
1627,CHI,CHI,vs, TOR,2020-12-27,L,48,115,43,93,46.2,13,33,39.4,16,19,84.2,9,34,43,29,13,5,2,20,-9,TOR,TOR,@,CHI,2020-12-27,W,48,124,45,92,48.9,15,38,39.5,19,19,100.0,7,42,49,23,11,9,5,20,9
1628,CHI,CHI,vs,TOR,2020-12-27,W,48,111,44,83,53.0,4,13,30.8,19,28,67.9,13,31,44,23,14,10,8,18,20,TOR,TOR,@,CHI,2020-12-27,L,48,91,35,78,44.9,5,15,33.3,16,19,84.2,8,25,33,22,19,5,8,25,-20
1629,CHI,CHI,vs,ATL,2020-12-27,W,48,91,33,81,40.7,6,17,35.3,19,24,79.2,20,32,52,19,15,12,12,15,7,ATL,ATL,@,CHI,2020-12-27,L,48,84,32,86,37.2,8,28,28.6,12,14,85.7,17,26,43,21,16,9,8,20,-7
1630,CHI,CHI,vs, IND,2020-12-27,L,53,116,47,91,51.6,12,28,42.9,10,13,76.9,8,32,40,30,18,10,2,23,-3,IND,IND,@,CHI,2020-12-27,W,53,119,49,93,52.7,9,28,32.1,12,17,70.6,9,31,40,25,13,7,3,17,3
1631,CHI,CHI,vs, BOS,2020-12-27,L,48,104,34,80,42.5,13,34,38.2,23,31,74.2,11,26,37,23,16,15,5,22,-7,BOS,BOS,@,CHI,2020-12-27,W,48,111,43,82,52.4,8,19,42.1,17,21,81.0,13,31,44,22,20,10,5,22,7
1632,CHI,CHI,vs,HOU,2020-12-27,W,48,114,41,85,48.2,5,17,29.4,27,30,90.0,17,30,47,27,17,10,12,13,9,HOU,HOU,@,CHI,2020-12-27,L,48,105,47,102,46.1,8,25,32.0,3,5,60.0,16,25,41,25,16,9,8,27,-9
1633,CHI,CHI,vs, MIL,2020-12-27,W,48,117,46,83,55.4,5,19,26.3,20,20,100.0,7,38,45,27,15,5,10,11,11,MIL,MIL,@,CHI,2020-12-27,L,48,106,46,102,45.1,6,16,37.5,8,14,57.1,17,26,43,28,10,9,3,19,-11
1634,CHI,CHI,vs, BKN,2020-12-27,L,48,100,41,88,46.6,7,18,38.9,11,15,73.3,11,33,44,20,14,6,4,15,-17,BKN,BKN,@,CHI,2020-12-27,W,48,117,42,83,50.6,16,46,34.8,17,22,77.3,6,32,38,29,10,6,3,16,17
1635,CHI,CHI,vs,CLE,2020-12-27,W,48,118,44,82,53.7,10,14,71.4,20,24,83.3,16,31,47,34,20,10,9,21,26,CLE,CLE,@,CHI,2020-12-27,L,48,92,33,78,42.3,7,14,50.0,19,23,82.6,11,20,31,19,16,8,5,24,-26
1636,CHI,CHI,vs,PHX,2020-12-27,W,48,92,36,82,43.9,6,14,42.9,14,23,60.9,14,36,50,26,15,6,5,18,5,PHX,PHX,@,CHI,2020-12-27,L,48,87,33,82,40.2,6,23,26.1,15,19,78.9,9,32,41,12,12,7,8,21,-5
1637,CHI,CHI,vs,UTA,2020-12-27,L,48,77,28,84,33.3,6,20,30.0,15,20,75.0,16,27,43,17,16,5,5,20,-20,UTA,UTA,@,CHI,2020-12-27,W,48,97,37,78,47.4,5,16,31.3,18,24,75.0,14,34,48,21,16,8,8,20,20
1638,CHI,CHI,vs, BOS,2020-12-27,W,48,101,39,94,41.5,9,22,40.9,14,17,82.4,12,42,54,23,16,4,5,18,9,BOS,BOS,@,CHI,2020-12-27,L,48,92,35,98,35.7,5,25,20.0,17,22,77.3,15,36,51,17,11,11,3,19,-9
1639,CHI,CHI,vs, TOR,2020-12-27,W,53,123,38,97,39.2,11,28,39.3,36,39,92.3,17,43,60,25,14,5,2,27,5,TOR,TOR,@,CHI,2020-12-27,L,53,118,37,85,43.5,8,31,25.8,36,43,83.7,6,35,41,20,11,11,5,22,-5
1640,CHI,CHI,vs,BOS,2020-12-27,W,48,90,31,63,49.2,3,9,33.3,25,35,71.4,11,37,48,16,21,5,9,20,11,BOS,BOS,@,CHI,2020-12-27,L,48,79,28,74,37.8,5,12,41.7,18,22,81.8,4,23,27,12,10,12,5,25,-11
1641,CHI,CHI,vs, HOU,2020-12-27,L,48,107,40,86,46.5,12,28,42.9,15,18,83.3,3,34,37,26,13,6,5,17,-9,HOU,HOU,@,CHI,2020-12-27,W,48,116,39,86,45.3,20,54,37.0,18,24,75.0,11,40,51,28,17,6,6,14,9
1642,CHI,CHI,vs,DET,2020-12-26,W,48,92,34,74,45.9,3,16,18.8,21,25,84.0,12,29,41,19,10,5,6,15,24,DET,DET,@,CHI,2020-12-26,L,48,68,28,71,39.4,1,4,25.0,11,14,78.6,10,27,37,14,19,2,5,21,-24
1643,CHI,CHI,vs,MIL,2020-12-26,L,48,96,39,95,41.1,4,10,40.0,14,20,70.0,16,29,45,23,15,9,2,18,-8,MIL,MIL,@,CHI,2020-12-26,W,48,104,39,84,46.4,10,22,45.5,16,21,76.2,11,37,48,21,16,11,15,18,8
1644,CHI,CHI,vs, OKC,2020-12-26,L,48,94,34,83,41.0,7,19,36.8,19,22,86.4,9,29,38,18,11,7,2,13,-15,OKC,OKC,@,CHI,2020-12-26,W,48,109,47,83,56.6,7,24,29.2,8,11,72.7,6,36,42,30,12,5,5,17,15
1645,CHI,CHI,vs,DET,2020-12-26,W,48,95,35,77,45.5,2,11,18.2,23,25,92.0,9,31,40,20,12,8,5,15,13,DET,DET,@,CHI,2020-12-26,L,48,82,31,80,38.8,5,18,27.8,15,22,68.2,15,28,43,19,16,8,4,20,-13
1646,CHI,CHI,vs,MIL,2020-12-26,W,48,95,35,88,39.8,4,17,23.5,21,24,87.5,22,29,51,24,14,5,5,18,8,MIL,MIL,@,CHI,2020-12-26,L,48,87,36,81,44.4,3,11,27.3,12,16,75.0,12,25,37,19,11,9,10,24,-8
1647,CHI,CHI,vs, IND,2020-12-26,L,48,105,37,80,46.3,18,41,43.9,13,16,81.3,6,30,36,16,16,6,3,15,-11,IND,IND,@,CHI,2020-12-26,W,48,116,48,84,57.1,11,30,36.7,9,14,64.3,8,38,46,31,14,9,5,16,11
1648,CHI,CHI,vs,WAS,2020-12-26,W,48,78,33,90,36.7,3,12,25.0,9,16,56.3,23,39,62,17,16,6,10,14,14,WAS,WAS,@,CHI,2020-12-26,L,48,64,26,84,31.0,3,9,33.3,9,12,75.0,14,32,46,12,14,5,12,15,-14
1649,CHI,CHI,vs,CHA,2020-12-26,W,48,103,38,81,46.9,6,14,42.9,21,26,80.8,12,34,46,26,11,6,8,19,6,CHA,CHA,@,CHI,2020-12-26,L,48,97,37,79,46.8,4,11,36.4,19,20,95.0,6,28,34,18,9,5,7,23,-6
1650,CHI,CHI,vs, WAS,2020-12-26,L,48,100,34,81,42.0,9,22,40.9,23,27,85.2,10,34,44,18,17,5,6,16,-14,WAS,WAS,@,CHI,2020-12-26,W,48,114,48,99,48.5,9,24,37.5,9,10,90.0,13,30,43,31,11,10,7,23,14
1651,CHI,CHI,vs,PHX,2020-12-26,L,48,81,32,88,36.4,2,11,18.2,15,21,71.4,18,24,42,18,11,6,6,18,-16,PHX,PHX,@,CHI,2020-12-26,W,48,97,36,73,49.3,6,14,42.9,19,25,76.0,9,37,46,23,18,5,11,20,16
1652,CHI,CHI,vs,ORL,2020-12-26,L,48,114,41,84,48.8,8,27,29.6,24,33,72.7,11,32,43,25,14,6,5,20,-7,ORL,ORL,@,CHI,2020-12-26,W,48,121,48,81,59.3,7,18,38.9,18,29,62.1,2,32,34,28,11,10,3,25,7
1653,CHI,CHI,vs,WAS,2020-12-26,L,48,88,34,79,43.0,9,21,42.9,11,19,57.9,14,28,42,25,18,8,3,21,-14,WAS,WAS,@,CHI,2020-12-26,W,48,102,39,75,52.0,7,18,38.9,17,28,60.7,8,32,40,25,13,9,5,17,14
1654,CHI,CHI,vs, DET,2020-12-26,W,48,107,42,87,48.3,17,36,47.2,6,9,66.7,6,34,40,27,15,10,8,11,2,DET,DET,@,CHI,2020-12-26,L,48,105,41,92,44.6,12,29,41.4,11,14,78.6,13,32,45,28,14,8,7,11,-2
1655,CHI,CHI,vs,TOR,2020-12-26,W,48,77,33,82,40.2,4,15,26.7,7,12,58.3,12,40,52,19,5,6,6,7,13,TOR,TOR,@,CHI,2020-12-26,L,48,64,30,86,34.9,3,10,30.0,1,7,14.3,14,36,50,17,9,3,4,15,-13
1656,CHI,CHI,vs,ATL,2020-12-26,W,48,97,33,79,41.8,6,14,42.9,25,33,75.8,15,44,59,18,14,6,13,16,39,ATL,ATL,@,CHI,2020-12-26,L,48,58,24,82,29.3,2,14,14.3,8,10,80.0,11,28,39,15,15,5,6,24,-39
1657,CHI,CHI,vs,WAS,2020-12-26,L,48,99,34,79,43.0,13,27,48.1,18,24,75.0,8,25,33,18,13,10,5,21,-6,WAS,WAS,@,CHI,2020-12-26,W,48,105,40,78,51.3,5,15,33.3,20,25,80.0,10,33,43,29,15,4,4,24,6
1658,CHI,CHI,vs, NOP,2020-12-26,W,48,107,43,101,42.6,8,20,40.0,13,23,56.5,21,42,63,22,10,10,6,20,8,NOP,NOP,@,CHI,2020-12-26,L,48,99,39,84,46.4,7,23,30.4,14,21,66.7,6,36,42,27,11,3,6,19,-8
1659,CHI,CHI,vs,MIA,2020-12-26,W,48,99,39,84,46.4,7,19,36.8,14,17,82.4,10,32,42,23,11,6,5,14,3,MIA,MIA,@,CHI,2020-12-26,L,48,96,34,77,44.2,13,28,46.4,15,20,75.0,6,24,30,18,13,2,9,20,-3
1660,CHI,CHI,vs, DAL,2020-12-26,L,48,77,31,86,36.0,2,19,10.5,13,15,86.7,12,35,47,16,9,6,2,19,-6,DAL,DAL,@,CHI,2020-12-26,W,48,83,30,77,39.0,8,22,36.4,15,17,88.2,7,36,43,20,10,1,6,16,6
1661,CHI,CHI,vs, MIA,2020-12-26,W,48,119,42,88,47.7,16,39,41.0,19,22,86.4,7,38,45,27,10,6,2,23,8,MIA,MIA,@,CHI,2020-12-26,L,48,111,40,84,47.6,12,36,33.3,19,24,79.2,4,36,40,35,14,5,4,19,-8
1662,CHI,CHI,vs, WAS,2020-12-25,W,48,115,43,85,50.6,14,38,36.8,15,22,68.2,8,33,41,26,15,11,5,19,9,WAS,WAS,@,CHI,2020-12-25,L,48,106,37,79,46.8,11,27,40.7,21,26,80.8,7,31,38,25,17,8,6,17,-9
1663,CHI,CHI,vs,PHX,2020-12-25,W,48,118,47,88,53.4,5,10,50.0,19,24,79.2,12,29,41,31,6,9,2,17,21,PHX,PHX,@,CHI,2020-12-25,L,48,97,38,74,51.4,5,11,45.5,16,19,84.2,7,31,38,19,20,2,6,17,-21
1664,CHI,CHI,vs,ATL,2020-12-25,L,48,99,37,80,46.3,9,26,34.6,16,20,80.0,7,36,43,25,13,5,5,21,-8,ATL,ATL,@,CHI,2020-12-25,W,48,107,40,84,47.6,11,26,42.3,16,21,76.2,9,31,40,31,10,10,7,19,8
1665,CHI,CHI,vs, DAL,2020-12-25,L,48,98,37,82,45.1,6,14,42.9,18,22,81.8,11,32,43,23,13,6,3,22,-1,DAL,DAL,@,CHI,2020-12-25,W,48,99,37,78,47.4,11,28,39.3,14,18,77.8,6,30,36,27,12,5,2,21,1
1666,CHI,CHI,vs, GSW,2020-12-25,L,48,112,45,106,42.5,10,39,25.6,12,13,92.3,14,35,49,24,11,10,2,19,-7,GSW,GSW,@,CHI,2020-12-25,W,48,119,42,84,50.0,13,33,39.4,22,25,88.0,5,44,49,24,15,5,3,16,7
1667,CHI,CHI,vs,CHA,2020-12-25,L,48,82,30,77,39.0,6,12,50.0,16,21,76.2,13,31,44,17,14,3,11,17,-1,CHA,CHA,@,CHI,2020-12-25,W,48,83,35,87,40.2,0,13,0.0,13,20,65.0,13,30,43,17,9,9,4,18,1
1668,CHI,CHI,vs,PHI,2020-12-25,W,48,103,40,82,48.8,6,20,30.0,17,20,85.0,11,41,52,27,17,10,10,15,25,PHI,PHI,@,CHI,2020-12-25,L,48,78,34,97,35.1,2,19,10.5,8,12,66.7,16,26,42,17,17,9,5,20,-25
1669,CHI,CHI,vs, CLE,2020-12-25,W,48,118,48,87,55.2,9,25,36.0,13,17,76.5,4,22,26,25,12,18,4,24,2,CLE,CLE,@,CHI,2020-12-25,L,48,116,40,73,54.8,15,29,51.7,21,23,91.3,7,29,36,27,27,5,5,18,-2
1670,CHI,CHI,vs,MEM,2020-12-25,L,53,82,31,85,36.5,3,14,21.4,17,21,81.0,15,35,50,22,15,6,6,25,-3,MEM,MEM,@,CHI,2020-12-25,W,53,85,34,84,40.5,0,5,0.0,17,28,60.7,17,31,48,15,15,8,8,22,3
1671,CHI,CHI,vs, MIA,2020-12-25,L,48,103,35,89,39.3,12,27,44.4,21,26,80.8,12,31,43,19,14,9,1,25,-14,MIA,MIA,@,CHI,2020-12-25,W,48,117,45,79,57.0,13,32,40.6,14,23,60.9,7,39,46,27,17,5,6,23,14
1672,CHI,CHI,vs,DAL,2020-12-23,W,48,82,31,84,36.9,7,16,43.8,13,16,81.3,17,34,51,15,14,8,7,22,5,DAL,DAL,@,CHI,2020-12-23,L,48,77,26,73,35.6,7,22,31.8,18,22,81.8,9,32,41,16,15,5,9,17,-5
1673,CHI,CHI,vs,LAL,2020-12-23,W,53,102,39,102,38.2,7,21,33.3,17,24,70.8,19,36,55,26,17,13,5,18,2,LAL,LAL,@,CHI,2020-12-23,L,53,100,35,83,42.2,8,25,32.0,22,26,84.6,9,38,47,22,22,11,9,20,-2
1674,CHI,CHI,vs, GSW,2020-12-23,L,48,94,37,100,37.0,1,20,5.0,19,24,79.2,16,33,49,14,10,4,4,17,-31,GSW,GSW,@,CHI,2020-12-23,W,48,125,50,95,52.6,12,32,37.5,13,20,65.0,12,43,55,38,10,8,9,17,31
1675,CHI,CHI,vs,CHA,2020-12-23,W,48,95,40,85,47.1,6,15,40.0,9,15,60.0,10,27,37,26,8,11,3,17,6,CHA,CHA,@,CHI,2020-12-23,L,48,89,35,74,47.3,2,11,18.2,17,23,73.9,9,35,44,18,16,4,5,17,-6
1676,CHI,CHI,vs,LAL,2020-12-23,W,48,95,39,93,41.9,9,17,52.9,8,12,66.7,14,26,40,25,8,9,11,20,12,LAL,LAL,@,CHI,2020-12-23,L,48,83,32,81,39.5,3,17,17.6,16,23,69.6,15,35,50,15,16,5,9,16,-12
1677,CHI,CHI,vs, SAC,2020-12-23,W,48,102,34,83,41.0,6,17,35.3,28,33,84.8,14,34,48,22,11,7,7,18,3,SAC,SAC,@,CHI,2020-12-23,L,48,99,37,84,44.0,9,26,34.6,16,21,76.2,9,31,40,20,10,7,5,23,-3
1678,CHI,CHI,vs,CLE,2020-12-23,W,48,92,34,82,41.5,9,19,47.4,15,20,75.0,7,41,48,23,16,10,11,23,13,CLE,CLE,@,CHI,2020-12-23,L,48,79,27,84,32.1,6,20,30.0,19,28,67.9,18,33,51,19,16,7,6,18,-13
1679,CHI,CHI,vs,SAS,2020-12-23,W,48,104,36,76,47.4,6,19,31.6,26,32,81.3,8,38,46,19,10,7,8,16,23,SAS,SAS,@,CHI,2020-12-23,L,48,81,30,81,37.0,6,21,28.6,15,18,83.3,9,30,39,17,13,4,5,24,-23
1680,CHI,CHI,vs, MIN,2020-12-23,W,48,117,39,84,46.4,9,30,30.0,30,37,81.1,12,38,50,21,13,9,2,22,7,MIN,MIN,@,CHI,2020-12-23,L,48,110,41,86,47.7,15,44,34.1,13,24,54.2,10,33,43,27,18,7,3,25,-7
1681,CHI,CHI,vs,NJN,2020-12-23,W,48,110,43,75,57.3,7,19,36.8,17,23,73.9,12,31,43,33,10,3,4,18,15,NJN,NJN,@,CHI,2020-12-23,L,48,95,37,77,48.1,7,19,36.8,14,21,66.7,9,23,32,23,11,3,1,18,-15
1682,CHI,CHI,vs,DET,2020-12-23,W,48,85,31,71,43.7,3,14,21.4,20,26,76.9,14,29,43,21,15,5,5,18,3,DET,DET,@,CHI,2020-12-23,L,48,82,34,82,41.5,4,13,30.8,10,14,71.4,13,24,37,20,12,6,4,22,-3
1683,CHI,CHI,vs, ATL,2020-12-23,L,48,101,35,79,44.3,8,26,30.8,23,27,85.2,7,30,37,20,15,7,6,21,-20,ATL,ATL,@,CHI,2020-12-23,W,48,121,45,90,50.0,15,40,37.5,16,21,76.2,16,35,51,31,17,11,2,20,20
1684,CHI,CHI,vs,MIL,2020-12-23,W,48,92,32,81,39.5,6,18,33.3,22,25,88.0,13,32,45,25,8,8,6,14,9,MIL,MIL,@,CHI,2020-12-23,L,48,83,35,76,46.1,5,13,38.5,8,11,72.7,7,34,41,16,14,4,4,18,-9
1685,CHI,CHI,vs,LAC,2020-12-23,L,48,95,40,93,43.0,6,19,31.6,9,11,81.8,20,26,46,27,8,5,2,17,-17,LAC,LAC,@,CHI,2020-12-23,W,48,112,41,76,53.9,13,21,61.9,17,26,65.4,10,30,40,26,7,4,2,17,17
1686,CHI,CHI,vs, SAC,2020-12-23,L,48,81,31,79,39.2,8,37,21.6,11,14,78.6,8,35,43,23,21,6,4,21,-17,SAC,SAC,@,CHI,2020-12-23,W,48,98,35,81,43.2,10,32,31.3,18,21,85.7,7,35,42,24,14,8,8,20,17
1687,CHI,CHI,vs,IND,2020-12-23,L,48,90,36,90,40.0,3,13,23.1,15,21,71.4,15,26,41,19,13,6,8,20,-5,IND,IND,@,CHI,2020-12-23,W,48,95,38,80,47.5,5,10,50.0,14,21,66.7,11,33,44,18,13,8,7,20,5
1688,CHI,CHI,vs,GSW,2020-12-23,W,48,103,41,88,46.6,9,20,45.0,12,18,66.7,16,40,56,22,15,4,8,26,16,GSW,GSW,@,CHI,2020-12-23,L,48,87,27,78,34.6,4,19,21.1,29,33,87.9,10,27,37,12,11,6,5,19,-16
1689,CHI,CHI,vs,MIA,2020-12-23,L,48,84,31,87,35.6,7,24,29.2,15,19,78.9,14,29,43,15,11,5,10,16,-12,MIA,MIA,@,CHI,2020-12-23,W,48,96,38,84,45.2,1,13,7.7,19,23,82.6,13,41,54,19,11,6,13,15,12
1690,CHI,CHI,vs, MIA,2020-12-23,L,48,84,35,88,39.8,5,18,27.8,9,12,75.0,12,37,49,18,13,5,3,18,-5,MIA,MIA,@,CHI,2020-12-23,W,48,89,37,81,45.7,3,14,21.4,12,17,70.6,6,40,46,21,12,7,3,15,5
1691,CHI,CHI,vs, ATL,2020-12-23,L,48,114,43,94,45.7,8,27,29.6,20,26,76.9,12,29,41,18,7,6,5,16,-5,ATL,ATL,@,CHI,2020-12-23,W,48,119,43,83,51.8,17,30,56.7,16,19,84.2,6,33,39,29,14,5,5,20,5
1692,CHI,CHI,vs, LAC,2020-12-23,L,48,101,40,102,39.2,10,35,28.6,11,12,91.7,12,37,49,20,11,11,5,23,-5,LAC,LAC,@,CHI,2020-12-23,W,48,106,38,82,46.3,8,21,38.1,22,29,75.9,5,45,50,27,16,3,4,14,5
1693,CHI,CHI,vs, LAL,2020-12-23,L,48,103,35,93,37.6,17,36,47.2,16,24,66.7,16,37,53,21,14,3,7,25,-5,LAL,LAL,@,CHI,2020-12-23,W,48,108,41,91,45.1,5,24,20.8,21,28,75.0,10,38,48,23,9,6,3,23,5
1694,CHI,CHI,vs,MIL,2020-12-23,W,48,107,41,90,45.6,5,17,29.4,20,33,60.6,20,30,50,18,10,5,9,17,7,MIL,MIL,@,CHI,2020-12-23,L,48,100,39,92,42.4,7,24,29.2,15,16,93.8,14,29,43,22,15,4,2,19,-7
1695,CHI,CHI,vs,MIN,2020-12-23,L,48,86,32,85,37.6,8,24,33.3,14,16,87.5,11,31,42,20,15,9,4,25,-9,MIN,MIN,@,CHI,2020-12-23,W,48,95,34,73,46.6,5,17,29.4,22,26,84.6,5,35,40,20,14,8,8,14,9
1696,CHI,CHI,vs, MIA,2020-12-22,L,48,88,33,78,42.3,3,13,23.1,19,25,76.0,9,34,43,19,21,7,9,12,-12,MIA,MIA,@,CHI,2020-12-22,W,48,100,41,89,46.1,9,24,37.5,9,11,81.8,7,33,40,25,12,14,2,17,12
1697,CHI,CHI,vs, CLE,2020-12-22,L,48,101,39,88,44.3,9,26,34.6,14,17,82.4,8,39,47,22,10,5,8,17,-3,CLE,CLE,@,CHI,2020-12-22,W,48,104,39,92,42.4,13,34,38.2,13,15,86.7,12,40,52,26,8,5,3,13,3
1698,CHI,CHI,vs, SAS,2020-12-22,W,48,110,42,93,45.2,14,37,37.8,12,15,80.0,14,36,50,28,12,8,2,23,1,SAS,SAS,@,CHI,2020-12-22,L,48,109,38,82,46.3,10,25,40.0,23,34,67.6,12,35,47,21,12,2,6,12,-1
1699,CHI,CHI,vs,ORL,2020-12-22,W,48,99,37,87,42.5,8,18,44.4,17,23,73.9,16,38,54,25,13,7,2,23,9,ORL,ORL,@,CHI,2020-12-22,L,48,90,32,78,41.0,5,21,23.8,21,28,75.0,7,33,40,19,11,6,7,23,-9
1700,CHI,CHI,vs,CHA,2020-08-14,W,48,93,35,78,44.9,7,18,38.9,16,25,64.0,15,33,48,22,11,5,14,20,8,CHA,CHA,@,CHI,2020-08-14,L,48,85,32,81,39.5,6,12,50.0,15,21,71.4,11,30,41,12,12,3,5,20,-8
1701,CHI,CHI,vs, MIL,2020-08-14,L,48,96,36,87,41.4,12,34,35.3,12,15,80.0,10,31,41,25,16,8,2,18,-14,MIL,MIL,@,CHI,2020-08-14,W,48,110,41,77,53.2,13,28,46.4,15,25,60.0,7,36,43,28,15,11,4,16,14
1702,CHI,CHI,vs,IND,2020-08-14,W,48,110,41,86,47.7,6,17,35.3,22,25,88.0,11,35,46,26,10,4,7,20,21,IND,IND,@,CHI,2020-08-14,L,48,89,33,81,40.7,8,24,33.3,15,24,62.5,8,31,39,15,13,6,9,19,-21
1703,CHI,CHI,vs, PHI,2020-08-14,W,48,121,45,89,50.6,8,14,57.1,23,28,82.1,10,39,49,29,12,8,5,11,13,PHI,PHI,@,CHI,2020-08-14,L,48,108,44,99,44.4,10,28,35.7,10,14,71.4,11,32,43,26,13,8,8,22,-13
1704,CHI,CHI,vs, NOP,2020-08-14,L,48,120,45,91,49.5,16,36,44.4,14,19,73.7,9,27,36,27,8,8,6,23,-5,NOP,NOP,@,CHI,2020-08-14,W,48,125,45,85,52.9,15,35,42.9,20,30,66.7,14,32,46,26,12,1,6,18,5
1705,CHI,CHI,vs, NOP,2020-08-14,L,48,119,46,93,49.5,13,29,44.8,14,23,60.9,11,29,40,25,16,11,1,16,-6,NOP,NOP,@,CHI,2020-08-14,W,48,125,49,87,56.3,16,38,42.1,11,19,57.9,9,36,45,38,21,12,7,20,6
1706,CHI,CHI,vs, MIN,2020-08-14,W,48,114,41,83,49.4,9,26,34.6,23,30,76.7,5,34,39,22,11,5,4,19,1,MIN,MIN,@,CHI,2020-08-14,L,48,113,41,87,47.1,8,22,36.4,23,28,82.1,11,35,46,19,14,8,4,22,-1
1707,CHI,CHI,vs, WAS,2020-08-14,L,48,125,49,97,50.5,6,23,26.1,21,28,75.0,14,31,45,28,11,7,5,15,-9,WAS,WAS,@,CHI,2020-08-14,W,48,134,55,95,57.9,12,27,44.4,12,14,85.7,6,33,39,38,13,6,6,23,9
1708,CHI,CHI,vs,SAC,2020-08-13,W,48,104,42,80,52.5,7,20,35.0,13,15,86.7,5,28,33,26,7,8,3,21,18,SAC,SAC,@,CHI,2020-08-13,L,48,86,35,75,46.7,2,12,16.7,14,27,51.9,13,32,45,23,13,3,3,15,-18
1709,CHI,CHI,vs, ATL,2020-08-13,L,48,90,38,86,44.2,5,14,35.7,9,12,75.0,11,34,45,21,19,7,3,17,-23,ATL,ATL,@,CHI,2020-08-13,W,48,113,43,90,47.8,13,33,39.4,14,15,93.3,11,35,46,25,13,16,7,14,23
1710,CHI,CHI,vs, WAS,2020-08-13,L,48,90,34,80,42.5,9,32,28.1,13,16,81.3,9,36,45,23,16,11,2,16,-11,WAS,WAS,@,CHI,2020-08-13,W,48,101,38,82,46.3,13,38,34.2,12,14,85.7,6,35,41,31,14,8,3,17,11
1711,CHI,CHI,vs,SAS,2020-08-13,L,48,89,37,78,47.4,2,12,16.7,13,20,65.0,17,32,49,18,19,7,5,23,-14,SAS,SAS,@,CHI,2020-08-13,W,48,103,39,75,52.0,8,16,50.0,17,20,85.0,2,24,26,21,8,10,1,18,14
1712,CHI,CHI,vs,ATL,2020-08-13,W,48,100,43,85,50.6,8,20,40.0,6,13,46.2,17,40,57,30,16,6,5,9,15,ATL,ATL,@,CHI,2020-08-13,L,48,85,35,80,43.8,10,23,43.5,5,9,55.6,5,23,28,21,10,9,6,16,-15
