,H_TEAM,H_TEAM1,H_H/A,H_TEAM2,GAMEDATE,H_W/L,H_MIN,H_PTS,H_FGM,H_FGA,H_FG%,H_3PM,H_3PA,H_3P%,H_FTM,H_FTA,H_FT%,H_OREB,H_DREB,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PF,H_+/-,A_TEAM,A_TEAM1,A_H/A,A_TEAM2,GAMEDATE,A_W/L,A_MIN,A_PTS,A_FGM,A_FGA,A_FG%,A_3PM,A_3PA,A_3P%,A_FTM,A_FTA,A_FT%,A_OREB,A_DREB,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PF,A_+/-
11126,SAS,SAS,vs,ORL,2016-10-30,W,48,110,44,84,52.4,14,32,43.8,8,14,57.1,6,35,41,32,11,7,4,12,7,ORL,ORL,@,SAS,2016-10-30,L,48,103,42,84,50.0,10,21,47.6,9,14,64.3,5,34,39,27,13,6,1,16,-7
11127,SAS,SAS,vs, DEN,2016-10-30,W,48,121,45,79,57.0,10,21,47.6,21,26,80.8,7,31,38,29,14,13,8,15,24,DEN,DEN,@,SAS,2016-10-30,L,48,97,41,92,44.6,10,26,38.5,5,10,50.0,16,26,42,22,22,7,1,19,-24
11128,SAS,SAS,vs,MIA,2016-10-30,W,48,98,40,83,48.2,11,29,37.9,7,9,77.8,14,29,43,31,16,12,4,18,13,MIA,MIA,@,SAS,2016-10-30,L,48,85,36,80,45.0,5,16,31.3,8,9,88.9,10,27,37,23,17,7,3,10,-13
11129,SAS,SAS,vs, LAL,2016-10-30,W,48,106,39,88,44.3,8,24,33.3,20,25,80.0,15,36,51,27,10,4,6,19,4,LAL,LAL,@,SAS,2016-10-30,L,48,102,34,86,39.5,10,30,33.3,24,27,88.9,13,33,46,19,9,5,3,22,-4
11130,SAS,SAS,vs,OKC,2016-10-29,W,48,109,37,83,44.6,13,21,61.9,22,28,78.6,4,33,37,24,8,5,5,18,4,OKC,OKC,@,SAS,2016-10-29,L,48,105,37,91,40.7,7,24,29.2,24,27,88.9,13,41,54,15,10,6,3,23,-4
11131,SAS,SAS,vs,NJN,2016-10-29,W,48,106,38,82,46.3,8,19,42.1,22,26,84.6,7,35,42,22,13,5,3,19,10,NJN,NJN,@,SAS,2016-10-29,L,48,96,37,85,43.5,5,21,23.8,17,21,81.0,9,28,37,27,15,10,5,20,-10
11132,SAS,SAS,vs,DET,2016-10-29,W,48,120,44,82,53.7,9,19,47.4,23,25,92.0,9,28,37,34,18,10,7,16,10,DET,DET,@,SAS,2016-10-29,L,48,110,45,90,50.0,5,10,50.0,15,17,88.2,9,28,37,24,15,10,4,19,-10
11133,SAS,SAS,vs, DAL,2016-10-29,L,48,103,39,92,42.4,11,33,33.3,14,19,73.7,13,42,55,22,16,8,7,21,-6,DAL,DAL,@,SAS,2016-10-29,W,48,109,36,86,41.9,17,45,37.8,20,30,66.7,5,38,43,25,16,11,9,20,6
11134,SAS,SAS,vs,MEM,2016-10-29,W,48,95,30,65,46.2,9,21,42.9,26,33,78.8,6,34,40,22,16,7,10,20,7,MEM,MEM,@,SAS,2016-10-29,L,48,88,33,89,37.1,5,11,45.5,17,19,89.5,18,24,42,20,11,9,6,26,-7
11135,SAS,SAS,vs,PHX,2016-10-29,L,53,101,35,81,43.2,6,17,35.3,25,35,71.4,10,34,44,24,17,9,2,21,-4,PHX,PHX,@,SAS,2016-10-29,W,53,105,44,95,46.3,3,12,25.0,14,21,66.7,16,33,49,26,15,6,4,29,4
11136,SAS,SAS,vs, DET,2016-10-29,W,48,105,42,81,51.9,9,17,52.9,12,17,70.6,7,48,55,24,12,3,7,11,12,DET,DET,@,SAS,2016-10-29,L,48,93,36,100,36.0,15,38,39.5,6,7,85.7,8,33,41,19,6,6,3,14,-12
11137,SAS,SAS,vs,CHA,2016-10-29,W,48,92,34,73,46.6,9,20,45.0,15,15,100.0,4,40,44,26,19,4,8,15,10,CHA,CHA,@,SAS,2016-10-29,L,48,82,33,90,36.7,3,17,17.6,13,15,86.7,12,29,41,23,12,12,3,18,-10
11138,SAS,SAS,vs, NOP,2016-10-29,L,48,116,48,99,48.5,9,26,34.6,11,14,78.6,13,34,47,23,11,7,9,15,-5,NOP,NOP,@,SAS,2016-10-29,W,48,121,50,99,50.5,9,26,34.6,12,15,80.0,12,31,43,26,12,7,3,17,5
11139,SAS,SAS,vs,CHI,2016-10-29,L,48,89,37,86,43.0,8,20,40.0,7,12,58.3,10,32,42,20,15,8,5,19,-7,CHI,CHI,@,SAS,2016-10-29,W,48,96,37,88,42.0,7,15,46.7,15,21,71.4,13,37,50,16,16,7,3,15,7
11140,SAS,SAS,vs, ORL,2016-10-29,W,48,114,44,84,52.4,14,31,45.2,12,16,75.0,4,27,31,28,17,11,5,20,1,ORL,ORL,@,SAS,2016-10-29,L,48,113,41,84,48.8,15,37,40.5,16,23,69.6,10,31,41,28,19,9,5,16,-1
11141,SAS,SAS,vs,SAC,2016-10-29,W,48,130,51,84,60.7,9,20,45.0,19,23,82.6,9,34,43,41,19,12,6,15,28,SAC,SAC,@,SAS,2016-10-29,L,48,102,39,85,45.9,7,21,33.3,17,19,89.5,5,23,28,20,20,14,2,18,-28
11142,SAS,SAS,vs, IND,2016-10-29,W,48,100,35,74,47.3,9,29,31.0,21,24,87.5,6,30,36,20,18,8,7,21,1,IND,IND,@,SAS,2016-10-29,L,48,99,37,81,45.7,7,23,30.4,18,25,72.0,13,28,41,22,18,13,1,26,-1
11143,SAS,SAS,vs,CHA,2016-10-29,W,48,102,39,82,47.6,10,20,50.0,14,21,66.7,14,41,55,20,19,10,5,17,30,CHA,CHA,@,SAS,2016-10-29,L,48,72,31,83,37.3,3,16,18.8,7,10,70.0,10,27,37,21,17,8,6,21,-30
11144,SAS,SAS,vs,DAL,2016-10-29,W,48,112,39,84,46.4,10,27,37.0,24,28,85.7,11,35,46,28,13,5,6,14,6,DAL,DAL,@,SAS,2016-10-29,L,48,106,45,97,46.4,7,18,38.9,9,14,64.3,14,29,43,24,7,10,5,23,-6
11145,SAS,SAS,vs, DET,2016-10-29,W,48,97,43,84,51.2,3,14,21.4,8,9,88.9,5,36,41,25,8,8,6,20,16,DET,DET,@,SAS,2016-10-29,L,48,81,31,78,39.7,6,19,31.6,13,23,56.5,7,35,42,19,16,3,1,13,-16
11146,SAS,SAS,vs, OKC,2016-10-29,W,48,116,45,91,49.5,8,19,42.1,18,25,72.0,11,38,49,15,11,8,6,19,14,OKC,OKC,@,SAS,2016-10-29,L,48,102,40,88,45.5,7,29,24.1,15,24,62.5,11,34,45,17,13,7,2,19,-14
11147,SAS,SAS,vs, IND,2016-10-29,L,48,111,40,77,51.9,16,32,50.0,15,19,78.9,3,30,33,21,15,6,5,19,-5,IND,IND,@,SAS,2016-10-29,W,48,116,39,78,50.0,15,31,48.4,23,26,88.5,6,34,40,22,13,9,5,20,5
11148,SAS,SAS,vs,DET,2016-10-28,W,48,114,45,89,50.6,9,20,45.0,15,20,75.0,8,41,49,35,11,12,9,18,39,DET,DET,@,SAS,2016-10-28,L,48,75,28,86,32.6,6,19,31.6,13,18,72.2,13,33,46,17,19,4,1,23,-39
11149,SAS,SAS,vs, LAL,2016-10-28,L,48,112,44,98,44.9,7,30,23.3,17,20,85.0,12,38,50,28,16,10,5,19,-4,LAL,LAL,@,SAS,2016-10-28,W,48,116,40,92,43.5,15,34,44.1,21,27,77.8,10,36,46,26,15,10,4,21,4
11150,SAS,SAS,vs,MIA,2016-10-28,W,48,125,46,82,56.1,17,28,60.7,16,23,69.6,5,35,40,29,8,7,1,18,30,MIA,MIA,@,SAS,2016-10-28,L,48,95,37,78,47.4,7,20,35.0,14,20,70.0,6,34,40,23,14,3,2,22,-30
11151,SAS,SAS,vs,DEN,2016-10-28,L,48,94,32,72,44.4,10,27,37.0,20,27,74.1,5,35,40,22,14,6,6,22,-5,DEN,DEN,@,SAS,2016-10-28,W,48,99,36,86,41.9,6,17,35.3,21,28,75.0,10,39,49,19,9,6,6,26,5
11152,SAS,SAS,vs,SAC,2016-10-28,W,48,112,45,85,52.9,10,23,43.5,12,16,75.0,8,36,44,23,17,13,10,23,27,SAC,SAC,@,SAS,2016-10-28,L,48,85,29,78,37.2,3,9,33.3,24,34,70.6,8,27,35,15,18,14,4,13,-27
11153,SAS,SAS,vs, MIN,2016-10-28,W,53,97,38,94,40.4,6,24,25.0,15,24,62.5,17,32,49,16,13,10,8,17,7,MIN,MIN,@,SAS,2016-10-28,L,53,90,35,89,39.3,4,16,25.0,16,22,72.7,16,39,55,24,18,6,3,20,-7
11154,SAS,SAS,vs, DEN,2016-10-28,W,48,104,41,85,48.2,8,25,32.0,14,19,73.7,6,37,43,27,9,8,7,13,1,DEN,DEN,@,SAS,2016-10-28,L,48,103,41,95,43.2,17,40,42.5,4,4,100.0,8,35,43,27,13,5,3,17,-1
11155,SAS,SAS,vs, SAC,2016-10-28,W,48,104,40,81,49.4,8,23,34.8,16,19,84.2,11,35,46,31,22,6,5,21,10,SAC,SAC,@,SAS,2016-10-28,L,48,94,37,81,45.7,6,16,37.5,14,21,66.7,7,26,33,21,21,13,4,19,-10
11156,SAS,SAS,vs, MEM,2016-10-28,W,48,100,35,76,46.1,6,22,27.3,24,31,77.4,4,32,36,18,12,14,4,10,2,MEM,MEM,@,SAS,2016-10-28,L,48,98,42,80,52.5,8,22,36.4,6,9,66.7,6,36,42,26,20,8,5,22,-2
11157,SAS,SAS,vs,LAL,2016-10-28,L,48,83,31,86,36.0,7,21,33.3,14,19,73.7,16,27,43,14,11,3,2,17,-16,LAL,LAL,@,SAS,2016-10-28,W,48,99,42,90,46.7,8,23,34.8,7,10,70.0,14,35,49,26,8,6,5,21,16
11158,SAS,SAS,vs,CHI,2016-10-28,W,48,101,40,74,54.1,8,14,57.1,13,18,72.2,5,42,47,22,13,7,7,9,18,CHI,CHI,@,SAS,2016-10-28,L,48,83,33,90,36.7,9,20,45.0,8,8,100.0,14,27,41,23,8,9,5,15,-18
11159,SAS,SAS,vs,MIA,2016-10-28,W,48,111,40,79,50.6,9,23,39.1,22,26,84.6,8,37,45,30,18,9,5,17,24,MIA,MIA,@,SAS,2016-10-28,L,48,87,34,79,43.0,4,13,30.8,15,18,83.3,8,28,36,25,21,10,4,22,-24
11160,SAS,SAS,vs,DEN,2016-10-28,W,48,120,43,79,54.4,9,24,37.5,25,33,75.8,3,33,36,24,9,8,8,20,9,DEN,DEN,@,SAS,2016-10-28,L,48,111,45,86,52.3,6,17,35.3,15,23,65.2,8,30,38,21,13,7,3,26,-9
11161,SAS,SAS,vs, HOU,2016-10-28,W,48,112,40,88,45.5,11,28,39.3,21,23,91.3,9,35,44,24,10,6,6,13,2,HOU,HOU,@,SAS,2016-10-28,L,48,110,41,88,46.6,14,39,35.9,14,17,82.4,7,36,43,19,12,3,3,20,-2
11162,SAS,SAS,vs,NYK,2016-10-28,W,48,118,46,85,54.1,7,19,36.8,19,25,76.0,10,37,47,21,17,8,2,13,13,NYK,NYK,@,SAS,2016-10-28,L,48,105,41,96,42.7,10,28,35.7,13,17,76.5,12,25,37,22,10,12,2,22,-13
11163,SAS,SAS,vs,POR,2016-10-28,L,48,106,44,84,52.4,6,19,31.6,12,15,80.0,7,22,29,22,12,5,3,17,-30,POR,POR,@,SAS,2016-10-28,W,48,136,53,86,61.6,13,21,61.9,17,21,81.0,8,30,38,27,10,8,6,17,30
11164,SAS,SAS,vs,ORL,2016-10-27,W,48,121,43,81,53.1,9,20,45.0,26,35,74.3,8,36,44,26,13,4,8,15,9,ORL,ORL,@,SAS,2016-10-27,L,48,112,46,96,47.9,7,18,38.9,13,17,76.5,12,33,45,24,10,8,4,26,-9
11165,SAS,SAS,vs,CHI,2016-10-27,W,48,116,44,90,48.9,9,22,40.9,19,24,79.2,8,27,35,14,7,15,4,22,11,CHI,CHI,@,SAS,2016-10-27,L,48,105,37,73,50.7,5,15,33.3,26,29,89.7,7,37,44,20,22,6,6,24,-11
11166,SAS,SAS,vs, SAC,2016-10-27,W,48,114,42,84,50.0,14,29,48.3,16,21,76.2,6,37,43,33,12,9,5,15,10,SAC,SAC,@,SAS,2016-10-27,L,48,104,42,86,48.8,7,19,36.8,13,16,81.3,5,37,42,20,14,7,3,22,-10
11167,SAS,SAS,vs,DET,2016-10-27,W,48,111,45,70,64.3,6,16,37.5,15,20,75.0,5,27,32,21,15,8,4,16,7,DET,DET,@,SAS,2016-10-27,L,48,104,42,93,45.2,6,13,46.2,14,20,70.0,20,19,39,22,12,7,1,23,-7
11168,SAS,SAS,vs,LAC,2016-10-27,L,48,108,38,78,48.7,12,30,40.0,20,32,62.5,9,26,35,22,11,4,3,21,-12,LAC,LAC,@,SAS,2016-10-27,W,48,120,43,84,51.2,14,27,51.9,20,24,83.3,9,32,41,20,10,7,0,23,12
11169,SAS,SAS,vs,TOR,2016-10-27,W,48,117,41,85,48.2,11,18,61.1,24,30,80.0,13,32,45,24,11,7,3,17,10,TOR,TOR,@,SAS,2016-10-27,L,48,107,43,97,44.3,8,26,30.8,13,18,72.2,18,28,46,19,9,6,5,26,-10
11170,SAS,SAS,vs, CHI,2016-10-27,W,48,109,44,93,47.3,6,17,35.3,15,19,78.9,9,31,40,29,8,14,4,12,8,CHI,CHI,@,SAS,2016-10-27,L,48,101,39,86,45.3,11,22,50.0,12,13,92.3,11,39,50,23,21,5,5,18,-8
11171,SAS,SAS,vs, MIL,2016-10-27,W,48,121,49,100,49.0,12,29,41.4,11,15,73.3,8,38,46,24,5,6,3,18,7,MIL,MIL,@,SAS,2016-10-27,L,48,114,41,87,47.1,14,36,38.9,18,25,72.0,6,39,45,22,10,3,2,17,-7
11172,SAS,SAS,vs, DAL,2016-10-26,W,48,119,46,89,51.7,15,32,46.9,12,15,80.0,6,34,40,32,12,11,10,15,10,DAL,DAL,@,SAS,2016-10-26,L,48,109,42,92,45.7,17,44,38.6,8,11,72.7,7,35,42,23,14,8,3,19,-10
11173,SAS,SAS,vs,SAC,2016-10-26,W,48,108,40,81,49.4,8,18,44.4,20,25,80.0,9,33,42,19,14,10,4,14,5,SAC,SAC,@,SAS,2016-10-26,L,48,103,40,88,45.5,9,25,36.0,14,15,93.3,11,29,40,25,15,9,8,24,-5
11174,SAS,SAS,vs,OKC,2016-10-26,W,48,105,43,82,52.4,8,21,38.1,11,14,78.6,9,26,35,25,12,7,1,20,12,OKC,OKC,@,SAS,2016-10-26,L,48,93,33,77,42.9,6,17,35.3,21,24,87.5,13,30,43,16,19,5,7,18,-12
11175,SAS,SAS,vs, GSW,2016-10-26,W,48,107,40,77,51.9,12,27,44.4,15,18,83.3,7,39,46,27,20,6,7,18,22,GSW,GSW,@,SAS,2016-10-26,L,48,85,33,92,35.9,5,17,29.4,14,23,60.9,20,29,49,19,15,10,4,16,-22
11176,SAS,SAS,vs,WAS,2016-10-26,W,48,112,47,87,54.0,8,22,36.4,10,19,52.6,12,34,46,30,10,6,2,13,15,WAS,WAS,@,SAS,2016-10-26,L,48,97,39,87,44.8,8,17,47.1,11,14,78.6,12,29,41,21,10,6,5,15,-15
11177,SAS,SAS,vs,POR,2016-10-26,W,48,103,38,88,43.2,11,24,45.8,16,22,72.7,15,40,55,21,12,11,2,21,13,POR,POR,@,SAS,2016-10-26,L,48,90,32,83,38.6,4,21,19.0,22,30,73.3,14,34,48,13,12,3,2,17,-13
11178,SAS,SAS,vs,CLE,2016-10-26,L,53,125,49,87,56.3,8,26,30.8,19,27,70.4,9,32,41,28,13,6,9,26,-3,CLE,CLE,@,SAS,2016-10-26,W,53,128,44,91,48.4,14,26,53.8,26,30,86.7,11,26,37,19,12,8,2,22,3
11179,SAS,SAS,vs, OKC,2016-10-26,W,48,93,34,85,40.0,4,24,16.7,21,25,84.0,13,31,44,17,11,12,3,17,8,OKC,OKC,@,SAS,2016-10-26,L,48,85,31,81,38.3,2,18,11.1,21,25,84.0,18,38,56,18,19,7,2,23,-8
11180,SAS,SAS,vs, ATL,2016-10-26,W,48,107,39,81,48.1,16,34,47.1,13,17,76.5,7,37,44,31,23,6,9,22,8,ATL,ATL,@,SAS,2016-10-26,L,48,99,37,81,45.7,6,22,27.3,19,30,63.3,6,30,36,27,16,13,3,20,-8
11181,SAS,SAS,vs, ORL,2016-10-26,W,48,108,40,84,47.6,9,19,47.4,19,23,82.6,11,37,48,24,13,10,7,13,36,ORL,ORL,@,SAS,2016-10-26,L,48,72,28,82,34.1,7,23,30.4,9,9,100.0,9,32,41,16,21,5,3,19,-36
11182,SAS,SAS,vs,ORL,2016-10-26,W,48,122,43,83,51.8,13,26,50.0,23,27,85.2,11,34,45,27,6,2,3,14,11,ORL,ORL,@,SAS,2016-10-26,L,48,111,45,86,52.3,11,27,40.7,10,16,62.5,8,30,38,20,8,3,7,20,-11
11183,SAS,SAS,vs,DAL,2016-10-26,W,48,92,37,84,44.0,5,13,38.5,13,17,76.5,11,38,49,31,16,7,4,10,1,DAL,DAL,@,SAS,2016-10-26,L,48,91,37,83,44.6,8,19,42.1,9,10,90.0,6,29,35,21,13,10,10,23,-1
11184,SAS,SAS,vs,LAL,2016-10-26,W,48,119,48,98,49.0,13,27,48.1,10,13,76.9,18,46,64,36,16,7,8,19,34,LAL,LAL,@,SAS,2016-10-26,L,48,85,31,91,34.1,4,21,19.0,19,25,76.0,8,29,37,23,10,9,7,15,-34
11185,SAS,SAS,vs,MIN,2016-10-26,W,48,123,49,84,58.3,12,22,54.5,13,15,86.7,6,36,42,38,14,13,6,17,26,MIN,MIN,@,SAS,2016-10-26,L,48,97,38,86,44.2,7,15,46.7,14,18,77.8,11,29,40,25,16,8,2,20,-26
11186,SAS,SAS,vs, LAC,2016-10-26,W,48,108,44,82,53.7,8,20,40.0,12,16,75.0,12,30,42,25,10,6,4,21,21,LAC,LAC,@,SAS,2016-10-26,L,48,87,32,69,46.4,8,19,42.1,15,22,68.2,5,22,27,15,15,5,4,17,-21
11187,SAS,SAS,vs, POR,2016-10-26,L,48,106,42,88,47.7,11,26,42.3,11,15,73.3,10,31,41,28,14,7,5,20,-4,POR,POR,@,SAS,2016-10-26,W,48,110,38,80,47.5,9,22,40.9,25,28,89.3,8,31,39,21,11,10,1,16,4
11188,SAS,SAS,vs, NOP,2016-10-26,W,48,98,37,99,37.4,7,26,26.9,17,19,89.5,15,37,52,16,11,10,11,14,5,NOP,NOP,@,SAS,2016-10-26,L,48,93,36,90,40.0,6,16,37.5,15,16,93.8,12,41,53,18,16,7,7,18,-5
11189,SAS,SAS,vs, NYK,2016-10-26,W,48,109,47,88,53.4,7,21,33.3,8,10,80.0,6,39,45,31,10,8,6,13,26,NYK,NYK,@,SAS,2016-10-26,L,48,83,35,86,40.7,8,20,40.0,5,9,55.6,9,32,41,21,16,6,4,13,-26
11190,SAS,SAS,vs,CLE,2016-10-26,W,48,119,45,78,57.7,6,17,35.3,23,29,79.3,11,32,43,32,18,7,7,21,6,CLE,CLE,@,SAS,2016-10-26,L,48,113,43,85,50.6,7,15,46.7,20,31,64.5,9,20,29,22,11,13,4,27,-6
11191,SAS,SAS,vs,UTA,2016-10-26,W,48,122,49,78,62.8,10,16,62.5,14,19,73.7,4,36,40,31,12,4,5,19,18,UTA,UTA,@,SAS,2016-10-26,L,48,104,42,91,46.2,5,11,45.5,15,21,71.4,13,26,39,19,8,8,3,18,-18
11192,SAS,SAS,vs, POR,2016-10-25,W,48,108,37,79,46.8,8,17,47.1,26,30,86.7,4,40,44,17,10,4,10,14,5,POR,POR,@,SAS,2016-10-25,L,48,103,42,101,41.6,7,28,25.0,12,14,85.7,14,37,51,23,9,4,2,22,-5
11193,SAS,SAS,vs, POR,2016-10-25,W,48,118,45,86,52.3,8,16,50.0,20,22,90.9,4,33,37,35,7,8,11,24,8,POR,POR,@,SAS,2016-10-25,L,48,110,39,89,43.8,10,22,45.5,22,30,73.3,14,35,49,23,13,5,6,22,-8
11194,SAS,SAS,vs, MIN,2016-10-25,W,48,117,49,96,51.0,6,26,23.1,13,14,92.9,14,27,41,32,5,11,8,17,16,MIN,MIN,@,SAS,2016-10-25,L,48,101,39,81,48.1,7,12,58.3,16,20,80.0,10,24,34,22,16,3,2,16,-16
11195,SAS,SAS,vs, GSW,2016-10-25,W,48,111,41,88,46.6,10,26,38.5,19,22,86.4,10,36,46,20,10,7,5,12,6,GSW,GSW,@,SAS,2016-10-25,L,48,105,41,88,46.6,13,39,33.3,10,12,83.3,7,36,43,27,13,7,6,20,-6
11196,SAS,SAS,vs,CHA,2016-10-25,W,48,109,39,74,52.7,17,34,50.0,14,24,58.3,5,29,34,31,13,5,6,18,11,CHA,CHA,@,SAS,2016-10-25,L,48,98,40,80,50.0,2,6,33.3,16,20,80.0,9,30,39,23,12,6,2,20,-11
11197,SAS,SAS,vs, GSW,2016-10-25,W,48,87,32,78,41.0,8,21,38.1,15,18,83.3,14,39,53,17,18,4,6,19,8,GSW,GSW,@,SAS,2016-10-25,L,48,79,31,82,37.8,9,36,25.0,8,10,80.0,7,30,37,24,11,12,3,21,-8
11198,SAS,SAS,vs, SAC,2016-04-13,W,48,118,43,87,49.4,11,28,39.3,21,27,77.8,15,30,45,31,8,9,3,20,16,SAC,SAC,@,SAS,2016-04-13,L,48,102,41,83,49.4,7,10,70.0,13,17,76.5,9,31,40,29,11,4,4,20,-16
11199,SAS,SAS,vs, GSW,2016-04-13,W,48,89,33,82,40.2,8,23,34.8,15,21,71.4,11,37,48,21,16,6,5,20,14,GSW,GSW,@,SAS,2016-04-13,L,48,75,30,74,40.5,3,19,15.8,12,16,75.0,2,34,36,17,15,7,9,24,-14
11200,SAS,SAS,vs,GSW,2016-04-13,W,48,104,41,85,48.2,8,26,30.8,14,15,93.3,8,30,38,27,12,9,7,13,11,GSW,GSW,@,SAS,2016-04-13,L,48,93,37,84,44.0,6,12,50.0,13,15,86.7,12,27,39,16,17,9,4,17,-11
11201,SAS,SAS,vs,BOS,2016-04-13,W,48,101,38,81,46.9,5,23,21.7,20,23,87.0,7,38,45,31,13,11,4,14,12,BOS,BOS,@,SAS,2016-04-13,L,48,89,35,88,39.8,5,20,25.0,14,20,70.0,14,33,47,19,16,10,2,19,-12
11202,SAS,SAS,vs, MIA,2016-04-13,L,48,105,38,88,43.2,14,34,41.2,15,21,71.4,10,36,46,30,8,2,3,13,-5,MIA,MIA,@,SAS,2016-04-13,W,48,110,40,86,46.5,16,35,45.7,14,18,77.8,6,42,48,23,10,6,5,21,5
11203,SAS,SAS,vs,GSW,2016-04-13,W,48,111,42,85,49.4,11,32,34.4,16,19,84.2,7,35,42,29,12,7,4,11,15,GSW,GSW,@,SAS,2016-04-13,L,48,96,38,84,45.2,6,19,31.6,14,18,77.8,12,33,45,16,17,7,3,19,-15
11204,SAS,SAS,vs,MIN,2016-04-13,W,48,116,45,95,47.4,7,19,36.8,19,25,76.0,17,39,56,29,14,10,3,21,16,MIN,MIN,@,SAS,2016-04-13,L,48,100,39,88,44.3,7,22,31.8,15,20,75.0,9,32,41,20,14,8,4,19,-16
11205,SAS,SAS,vs, WAS,2016-04-13,W,48,98,39,79,49.4,7,23,30.4,13,18,72.2,12,30,42,21,15,7,10,17,8,WAS,WAS,@,SAS,2016-04-13,L,48,90,35,83,42.2,8,25,32.0,12,16,75.0,9,26,35,27,14,11,4,16,-8
11206,SAS,SAS,vs,UTA,2016-04-13,W,53,104,39,84,46.4,8,20,40.0,18,24,75.0,8,38,46,23,18,8,10,17,7,UTA,UTA,@,SAS,2016-04-13,L,53,97,41,96,42.7,8,17,47.1,7,12,58.3,11,37,48,23,17,11,9,27,-7
11207,SAS,SAS,vs,DAL,2016-04-13,W,48,104,43,88,48.9,9,25,36.0,9,11,81.8,12,42,54,28,13,6,7,17,17,DAL,DAL,@,SAS,2016-04-13,L,48,87,31,81,38.3,11,26,42.3,14,17,82.4,4,30,34,13,11,7,7,10,-17
11208,SAS,SAS,vs, MIA,2016-04-13,W,48,112,42,81,51.9,8,14,57.1,20,24,83.3,10,34,44,26,10,7,4,12,24,MIA,MIA,@,SAS,2016-04-13,L,48,88,37,77,48.1,7,14,50.0,7,12,58.3,6,30,36,23,15,8,6,16,-24
11209,SAS,SAS,vs, MEM,2016-04-13,W,48,97,37,77,48.1,8,26,30.8,15,23,65.2,6,29,35,26,6,6,5,19,7,MEM,MEM,@,SAS,2016-04-13,L,48,90,34,78,43.6,10,29,34.5,12,15,80.0,10,32,42,18,14,4,4,18,-7
11210,SAS,SAS,vs, UTA,2016-04-13,W,53,124,47,92,51.1,7,17,41.2,23,27,85.2,11,38,49,21,14,9,7,25,4,UTA,UTA,@,SAS,2016-04-13,L,53,120,43,88,48.9,11,28,39.3,23,29,79.3,5,29,34,24,15,10,3,23,-4
11211,SAS,SAS,vs,PHI,2016-04-13,W,48,113,44,79,55.7,13,27,48.1,12,16,75.0,6,41,47,31,17,9,4,17,22,PHI,PHI,@,SAS,2016-04-13,L,48,91,36,88,40.9,11,33,33.3,8,18,44.4,12,25,37,22,14,13,3,15,-22
11212,SAS,SAS,vs,PHI,2016-04-13,W,48,93,37,81,45.7,7,28,25.0,12,18,66.7,8,38,46,21,18,15,6,16,17,PHI,PHI,@,SAS,2016-04-13,L,48,76,35,85,41.2,1,9,11.1,5,11,45.5,12,35,47,18,21,11,4,16,-17
11213,SAS,SAS,vs,OKC,2016-04-13,W,48,130,51,88,58.0,13,21,61.9,15,19,78.9,11,38,49,28,10,7,4,12,39,OKC,OKC,@,SAS,2016-04-13,L,48,91,36,90,40.0,6,18,33.3,13,14,92.9,10,27,37,16,10,7,1,15,-39
11214,SAS,SAS,vs, MEM,2016-04-13,W,48,110,44,77,57.1,7,18,38.9,15,18,83.3,8,29,37,25,14,7,5,12,6,MEM,MEM,@,SAS,2016-04-13,L,48,104,44,83,53.0,7,18,38.9,9,13,69.2,8,23,31,23,11,11,4,19,-6
11215,SAS,SAS,vs, NYK,2016-04-13,W,48,106,45,99,45.5,10,25,40.0,6,8,75.0,16,34,50,28,14,11,6,18,8,NYK,NYK,@,SAS,2016-04-13,L,48,98,41,87,47.1,3,10,30.0,13,15,86.7,12,33,45,24,16,6,5,16,-8
11216,SAS,SAS,vs,DEN,2016-04-13,W,48,108,43,88,48.9,8,20,40.0,14,20,70.0,13,30,43,30,21,11,6,18,5,DEN,DEN,@,SAS,2016-04-13,L,48,103,38,83,45.8,7,19,36.8,20,25,80.0,9,34,43,22,18,13,6,22,-5
11217,SAS,SAS,vs,DEN,2016-04-13,W,48,100,35,76,46.1,10,15,66.7,20,27,74.1,11,27,38,20,18,7,8,17,1,DEN,DEN,@,SAS,2016-04-13,L,48,99,42,88,47.7,0,10,0.0,15,17,88.2,14,27,41,26,15,8,3,24,-1
11218,SAS,SAS,vs,DAL,2016-04-13,W,48,94,37,84,44.0,9,26,34.6,11,14,78.6,13,37,50,28,14,8,4,19,18,DAL,DAL,@,SAS,2016-04-13,L,48,76,31,82,37.8,4,18,22.2,10,15,66.7,15,32,47,15,18,9,4,21,-18
11219,SAS,SAS,vs, CLE,2016-04-13,W,48,103,41,86,47.7,7,26,26.9,14,17,82.4,10,42,52,24,12,11,7,18,29,CLE,CLE,@,SAS,2016-04-13,L,48,74,31,83,37.3,4,26,15.4,8,13,61.5,9,31,40,20,19,8,2,20,-29
11220,SAS,SAS,vs,POR,2016-04-13,L,48,92,38,79,48.1,6,25,24.0,10,20,50.0,10,27,37,16,11,9,1,27,-8,POR,POR,@,SAS,2016-04-13,W,48,100,34,65,52.3,8,17,47.1,24,31,77.4,7,32,39,15,15,5,4,18,8
